Site_Location,Size,Bath,Balcony,New_Total_Sqft,Price,area_type
Salunke Vihar,3 BHK,4,2,1930,134.2,Super built-up  Area
Sasson Road,2 BHK,2,1,1020,77,Built-up  Area
Satara Road,3 BHK,2,1,1310,77,Built-up  Area
Senapati Bapat Road,1 BHK,1,0,612.5,30.3215,Super built-up  Area
Shaniwar Peth,2 BHK,2,3,1322,77,Built-up  Area
Shivaji Nagar,2 BHK,2,2,1160,62.7,Super built-up  Area
Shukrawar Peth,2 BHK,2,2,1100,52.8,Super built-up  Area
Sinhagad Road,3 BHK,3,3,1720,165,Built-up  Area
Somwar Peth,3 BHK,3,2,1689,113.3,Super built-up  Area
Swargate,2 BHK,2,1,1090,52.162,Super built-up  Area
Tilak Road,2 BHK,2,0,2000,82.5,Super built-up  Area
Uruli Devachi,2 BHK,2,2,1155,75.9,Super built-up  Area
Vadgaon Budruk,6 Bedroom,6,0,4000,253,Built-up  Area
Wadgaon Sheri,4 Bedroom,5,0,3913,193.6,Built-up  Area
Viman Nagar,3 BHK,5,2,3520,352,Super built-up  Area
Vishrant Wadi,2 BHK,2,2,1125,43.978,Super built-up  Area
Wagholi,3 BHK,3,3,1847,101.2,Built-up  Area
Wakadewadi,3 BHK,2,1,1515,83.6,Super built-up  Area
Wanowrie,8 Bedroom,7,2,3450,247.5,Plot  Area
Warje,5 Bedroom,3,1,2500,132,Plot  Area
Yerawada,2 BHK,2,2,1130,60.5,Built-up  Area
Alandi Road,2 BHK,2,1,1049,56.1,Super built-up  Area
Ambegaon Budruk,3 BHK,4,0,2650,192.5,Super built-up  Area
Anandnagar,2 BHK,2,1,850,27.94,Super built-up  Area
Aundh,3 BHK,3,2,1842,126.5,Super built-up  Area
Aundh Road,5 Bedroom,5,3,2600,407,Plot  Area
Balaji Nagar,2 BHK,2,1,1282,79.2,Super built-up  Area
Baner,2 BHK,2,1,800,44,Super built-up  Area
Baner road,4 Bedroom,4,2,1200,264,Plot  Area
Bhandarkar Road,3 BHK,2,2,1190,33.385,Super built-up  Area
Bhavani Peth,3 BHK,2,1,1318,74.8,Super built-up  Area
Bibvewadi,2 BHK,2,1,1698,115.5,Super built-up  Area
Bopodi,3 BHK,2,1,2030,200.2,Super built-up  Area
Budhwar Peth,3 BHK,2,1,1276,35.09,Super built-up  Area
Bund Garden Road,3 BHK,2,1,1555,73.7,Super built-up  Area
Camp,3 BHK,3,2,1881,159.5,Super built-up  Area
Chandan Nagar,3 BHK,3,2,2900,357.5,Super built-up  Area
Dapodi,3 BHK,3,2,1890,119.9,Super built-up  Area
Deccan Gymkhana,5 BHK,5,2,900,148.5,Super built-up  Area
Dehu Road,2 BHK,2,1,935,35.2,Super built-up  Area
Dhankawadi,2 BHK,2,3,1000,63.8,Super built-up  Area
Dhayari Phata,3 BHK,3,2,1510,82.5,Super built-up  Area
Dhole Patil Road,2 BHK,2,1,1120,55,Built-up  Area
Erandwane,2 BHK,2,1,930,28.589,Super built-up  Area
Fatima Nagar,3 BHK,2,2,1160,46.2,Super built-up  Area
Fergusson College Road,2 BHK,2,2,1419,52.91,Super built-up  Area
Ganesh Peth,2 BHK,2,2,1175,68.2,Super built-up  Area
Ganeshkhind,3 BHK,2,1,1350,69.3,Built-up  Area
Ghorpade Peth,3 BHK,3,2,2215,363,Super built-up  Area
Ghorpadi,2 BHK,2,1,996,27.39,Super built-up  Area
Gokhale Nagar,2 BHK,2,1,1076,33.143,Super built-up  Area
Gultekdi,4 BHK,4,3,2180,126.5,Super built-up  Area
Guruwar peth,3 BHK,3,3,1715,123.2,Super built-up  Area
Hadapsar,2 BHK,2,2,1072,49.5,Super built-up  Area
Hadapsar Industrial Estate,2 BHK,2,1,1230,88,Super built-up  Area
Hingne Khurd,3 BHK,2,1,1600,71.5,Super built-up  Area
Jangali Maharaj Road,3 BHK,3,1,1411,102.575,Super built-up  Area
Kalyani Nagar,5 BHK,5,3,3600,159.5,Built-up  Area
Karve Nagar,3 BHK,3,2,2404,151.8,Super built-up  Area
Karve Road,4 Bedroom,4,2,1200,209,Plot  Area
Kasba Peth,3 Bedroom,3,2,1200,248.6,Plot  Area
Katraj,3 BHK,3,1,1208,49.5,Built-up  Area
Khadaki,5 Bedroom,5,2,1700,330,Plot  Area
Khadki,2 BHK,2,1,1225,76.824,Super built-up  Area
Kharadi,2 BHK,2,1,1162,75.9,Super built-up  Area
Kondhwa,3 BHK,2,1,1262,71.5,Super built-up  Area
Kondhwa Budruk,2 BHK,2,2,1050,38.5,Super built-up  Area
Kondhwa Khurd,2 BHK,2,1,1160,36.861,Built-up  Area
Koregaon Park,3 Bedroom,3,1,1500,68.145,Plot  Area
Kothrud,3 BHK,3,3,1610,93.5,Super built-up  Area
Law College Road,2 BHK,2,2,1340,45.1,Super built-up  Area
Laxmi Road,3 BHK,4,2,2275,200.2,Super built-up  Area
Lulla Nagar,2 BHK,2,1,1162,63.8,Super built-up  Area
Mahatma Gandhi Road,2 Bedroom,2,0,1500,159.5,Built-up  Area
Mangalwar peth,4 Bedroom,3,1,3150,148.5,Plot  Area
Manik Bagh,2 BHK,2,2,1170,71.5,Super built-up  Area
Market yard,2 BHK,2,1,980,27.5,Super built-up  Area
Model colony,3 BHK,3,2,1800,66,Built-up  Area
Mukund Nagar,3 BHK,2,1,1423,78.903,Super built-up  Area
Mundhawa,2 BHK,2,3,1106,44,Super built-up  Area
Nagar Road,2 BHK,2,2,1105,30.36,Built-up  Area
Nana Peth,4 Bedroom,6,2,7500,1980,Plot  Area
Narayan Peth,2 BHK,2,1,1255,62.37,Super built-up  Area
Narayangaon,3 BHK,2,2,1525,71.5,Super built-up  Area
Navi Peth,2 BHK,2,1,1061,42.845,Super built-up  Area
Padmavati,2 Bedroom,2,2,600,32.45,Plot  Area
Parvati Darshan,3 BHK,2,2,1400,44.495,Super built-up  Area
Pashan,3 BHK,3,2,2100,159.5,Super built-up  Area
Paud Road,2 BHK,1,1,660,18.15,Super built-up  Area
Pirangut,2 BHK,1,1,633,19.8,Built-up  Area
Prabhat Road,2 BHK,2,3,1260,132,Super built-up  Area
Pune Railway Station,2 BHK,2,0,907,60.973,Super built-up  Area
Rasta Peth,3 BHK,3,2,2047,74.305,Super built-up  Area
Raviwar Peth,4 BHK,4,3,2597,207.9,Built-up  Area
Sadashiv Peth,2 BHK,2,1,1211,69.3,Built-up  Area
Sahakar Nagar,3 BHK,3,2,1904,141.9,Super built-up  Area
Salunke Vihar,2 BHK,2,1,1205,81.257,Super built-up  Area
Sasson Road,2 BHK,2,2,1164,70.488,Super built-up  Area
Satara Road,2 BHK,2,2,1410,80.3,Super built-up  Area
Senapati Bapat Road,2 BHK,2,1,1150,46.2,Built-up  Area
Shaniwar Peth,2 BHK,2,2,1170,58.421,Super built-up  Area
Shivaji Nagar,2 BHK,2,1,1420,68.2,Built-up  Area
Shukrawar Peth,2 BHK,2,2,1125,49.5,Super built-up  Area
Sinhagad Road,3 BHK,3,3,1789,82.5,Built-up  Area
Somwar Peth,2 BHK,2,1,1021,83.6,Super built-up  Area
Swargate,2 BHK,2,2,1074,29.535,Super built-up  Area
Tilak Road,2 BHK,2,3,1222,52.8,Super built-up  Area
Uruli Devachi,3 BHK,3,1,1981,147.4,Super built-up  Area
Vadgaon Budruk,2 BHK,2,2,1103,60.5,Built-up  Area
Wadgaon Sheri,2 BHK,2,1,1201,71.5,Super built-up  Area
Viman Nagar,2 BHK,2,1,970,39.6,Super built-up  Area
Vishrant Wadi,2 BHK,2,2,920,36.3,Super built-up  Area
Wagholi,3 BHK,3,3,1520,93.5,Super built-up  Area
Wakadewadi,3 Bedroom,3,2,675,82.5,Plot  Area
Wanowrie,3 BHK,2,1,1268,82.5,Super built-up  Area
Warje,1 BHK,1,0,660,33,Super built-up  Area
Yerawada,3 BHK,3,2,1755,126.5,Super built-up  Area
Alandi Road,2 BHK,2,1,945,38.5,Super built-up  Area
Ambegaon Budruk,1 BHK,1,1,500,36.3,Carpet  Area
Anandnagar,4 BHK,4,0,2820,168.85,Super built-up  Area
Aundh,4 Bedroom,3,0,1632,154,Built-up  Area
Aundh Road,2 BHK,2,2,1167,41.25,Super built-up  Area
Balaji Nagar,2 BHK,2,2,1276,88,Super built-up  Area
Baner,2 BHK,2,2,1234,56.1,Built-up  Area
Baner road,2 BHK,2,1,1180,82.5,Super built-up  Area
Bhandarkar Road,3 BHK,2,2,1370,95.7,Super built-up  Area
Bhavani Peth,2 BHK,2,2,1015,28.468,Super built-up  Area
Bibvewadi,9 Bedroom,9,3,1200,253,Plot  Area
Bopodi,3 Bedroom,3,1,1400,99,Built-up  Area
Budhwar Peth,5 Bedroom,6,3,1500,170.5,Plot  Area
Bund Garden Road,2 Bedroom,2,0,1050,44,Plot  Area
Camp,2 BHK,2,1,1251,50.6,Super built-up  Area
Chandan Nagar,3 BHK,3,2,1677,101.343,Super built-up  Area
Dapodi,2 BHK,2,1,1346,74.118,Super built-up  Area
Deccan Gymkhana,2 BHK,2,1,1090,34.628,Built-up  Area
Dehu Road,5 Bedroom,4,3,1200,264,Plot  Area
Dhankawadi,3 BHK,2,3,1290,56.21,Super built-up  Area
Dhayari Phata,5 BHK,7,2,7514,1650,Super built-up  Area
Dhole Patil Road,3 BHK,3,2,1881,159.5,Super built-up  Area
Erandwane,2 BHK,2,2,1150,57.2,Super built-up  Area
Fatima Nagar,2 Bedroom,2,2,1276,220,Plot  Area
Fergusson College Road,3 Bedroom,3,2,2690,324.5,Built-up  Area
Ganesh Peth,3 BHK,2,2,1200,46.2,Super built-up  Area
Ganeshkhind,2 BHK,2,2,1276,44,Super built-up  Area
Ghorpade Peth,3 BHK,4,2,2735,374,Super built-up  Area
Ghorpadi,2 BHK,2,0,950,71.5,Built-up  Area
Gokhale Nagar,3 BHK,3,3,1491,44.55,Built-up  Area
Gultekdi,2 BHK,2,1,1050,56.826,Super built-up  Area
Guruwar peth,3 BHK,3,2,1660,144.1,Super built-up  Area
Hadapsar,2 BHK,2,2,1134,60.5,Super built-up  Area
Hadapsar Industrial Estate,2 BHK,2,1,1100,66,Built-up  Area
Hingne Khurd,4 Bedroom,4,2,800,66,Plot  Area
Jangali Maharaj Road,2 Bedroom,2,1,1200,39.71,Plot  Area
Kalyani Nagar,4 Bedroom,4,3,1200,264,Plot  Area
Karve Nagar,3 Bedroom,3,1,980,88,Plot  Area
Karve Road,2 BHK,2,1,1080,41.58,Super built-up  Area
Kasba Peth,1 BHK,2,1,705,55,Super built-up  Area
Katraj,3 BHK,2,2,1200,38.5,Super built-up  Area
Khadaki,2 BHK,2,1,1200,55,Super built-up  Area
Khadki,3 BHK,3,2,1804,139.7,Super built-up  Area
Kharadi,2 BHK,2,0,750,22,Built-up  Area
Kondhwa,2 BHK,1,1,420,27.5,Super built-up  Area
Kondhwa Budruk,4 BHK,4,2,2800,277.2,Built-up  Area
Kondhwa Khurd,2 BHK,2,2,1090,42.207,Super built-up  Area
Koregaon Park,2 Bedroom,2,0,1500,253,Plot  Area
Kothrud,3 BHK,3,1,1287,60.5,Built-up  Area
Law College Road,3 BHK,4,2,2215,172.7,Super built-up  Area
Laxmi Road,4 Bedroom,4,2,2800,412.5,Plot  Area
Lulla Nagar,2 BHK,2,2,1045,46.365,Built-up  Area
Mahatma Gandhi Road,2 BHK,2,1,1263,52.096,Super built-up  Area
Mangalwar peth,3 BHK,3,2,1431,93.5,Super built-up  Area
Manik Bagh,2 BHK,2,2,999,36.19,Super built-up  Area
Market yard,3 BHK,3,2,1650,94.05,Super built-up  Area
Model colony,3 BHK,3,1,1535,79.2,Super built-up  Area
Mukund Nagar,4 BHK,5,2,2524,198,Super built-up  Area
Mundhawa,3 BHK,3,2,1300,75.9,Super built-up  Area
Nagar Road,3 Bedroom,3,2,600,137.5,Plot  Area
Nana Peth,3 BHK,3,2,2095,165,Super built-up  Area
Narayan Peth,1 BHK,1,1,284,8.8,Super built-up  Area
Narayangaon,1 BHK,1,1,500,15.4,Super built-up  Area
Navi Peth,2 BHK,2,2,1265,74.8,Super built-up  Area
Padmavati,2 BHK,2,1,1215,49.456,Super built-up  Area
Parvati Darshan,2 Bedroom,2,0,2200,198,Plot  Area
Pashan,2 BHK,2,1,1028,56.1,Built-up  Area
Paud Road,3 BHK,2,2,1835,101.2,Super built-up  Area
Pirangut,3 BHK,3,3,1800,71.5,Super built-up  Area
Prabhat Road,3 BHK,3,3,2077,192.5,Super built-up  Area
Pune Railway Station,4 Bedroom,3,2,2880,232.1,Plot  Area
Rasta Peth,6 BHK,5,0,499,97.9,Built-up  Area
Raviwar Peth,2 BHK,2,1,708,34.265,Super built-up  Area
Sadashiv Peth,2 BHK,2,3,1200,132,Super built-up  Area
Sahakar Nagar,2 BHK,2,1,925,50.875,Built-up  Area
Salunke Vihar,3 Bedroom,3,1,2826,162.8,Built-up  Area
Sasson Road,1 BHK,1,0,458,37.026,Carpet  Area
Satara Road,4 Bedroom,4,0,3500,165,Built-up  Area
Senapati Bapat Road,4 Bedroom,4,2,5400,275,Plot  Area
Shaniwar Peth,4 Bedroom,5,2,1000,220,Plot  Area
Shivaji Nagar,3 BHK,2,1,1450,99,Built-up  Area
Shukrawar Peth,2 BHK,2,1,1100,71.5,Super built-up  Area
Sinhagad Road,2 BHK,2,3,1185,60.5,Super built-up  Area
Somwar Peth,4 Bedroom,4,2,1900,88,Built-up  Area
Swargate,2 Bedroom,2,1,1200,77,Plot  Area
Tilak Road,1 BHK,1,1,660,38.5,Super built-up  Area
Uruli Devachi,3 BHK,4,2,1920,133.1,Super built-up  Area
Vadgaon Budruk,2 Bedroom,2,0,1200,143,Plot  Area
Wadgaon Sheri,4 Bedroom,2,2,3418,244.2,Built-up  Area
Viman Nagar,4 BHK,2,1,4550,264,Super built-up  Area
Vishrant Wadi,2 BHK,2,1,1205,75.152,Super built-up  Area
Wagholi,2 BHK,2,2,1200,50.6,Super built-up  Area
Wakadewadi,3 BHK,2,2,1421,80.3,Super built-up  Area
Wanowrie,3 BHK,3,3,1250,53.79,Super built-up  Area
Warje,1 BHK,1,1,524,31.9,Super built-up  Area
Yerawada,5 Bedroom,5,2,4200,269.5,Built-up  Area
Alandi Road,3 BHK,3,2,1540,99,Super built-up  Area
Ambegaon Budruk,2 BHK,2,1,984,50.501,Super built-up  Area
Anandnagar,2 BHK,2,1,985,55.187,Super built-up  Area
Aundh,4 BHK,4,3,2830,177.1,Built-up  Area
Aundh Road,2 BHK,2,3,1140,66,Super built-up  Area
Balaji Nagar,5 Bedroom,5,3,3600,143,Built-up  Area
Baner,3 BHK,2,3,1410,48.862,Super built-up  Area
Baner road,3 BHK,2,2,1700,94.6,Super built-up  Area
Bhandarkar Road,2 BHK,2,0,1360,68.6675,Super built-up  Area
Bhavani Peth,4 Bedroom,3,2,1800,770,Plot  Area
Bibvewadi,2 BHK,2,1,1333,95.315,Super built-up  Area
Bopodi,2 BHK,2,1,1258,94.05,Super built-up  Area
Budhwar Peth,3 BHK,2,2,1458,95.7,Super built-up  Area
Bund Garden Road,2 BHK,2,1,1386,93.5,Built-up  Area
Camp,2 BHK,2,1,1140,36.212,Built-up  Area
Chandan Nagar,1 RK,1,1,550,29.7,Built-up  Area
Dapodi,2 BHK,2,3,1200,91.3,Super built-up  Area
Deccan Gymkhana,2 BHK,2,1,1081,42.9,Super built-up  Area
Dehu Road,4 BHK,3,2,2135,163.9,Super built-up  Area
Dhankawadi,4 Bedroom,4,0,2500,110,Built-up  Area
Dhayari Phata,2 BHK,2,1,1178,88,Super built-up  Area
Dhole Patil Road,2 BHK,2,2,991,44,Super built-up  Area
Erandwane,3 BHK,2,3,1493,99,Super built-up  Area
Fatima Nagar,3 BHK,3,3,2495,143,Super built-up  Area
Fergusson College Road,2 BHK,2,1,1080,35.189,Super built-up  Area
Ganesh Peth,2 BHK,2,1,814,58.3,Super built-up  Area
Ganeshkhind,2 BHK,2,1,1025,55,Super built-up  Area
Ghorpade Peth,2 BHK,2,1,1115,67.1,Super built-up  Area
Ghorpadi,4 BHK,2,3,3075,206.8,Super built-up  Area
Gokhale Nagar,7 Bedroom,3,0,1900,178.2,Plot  Area
Gultekdi,3 BHK,3,2,1760,176,Super built-up  Area
Guruwar peth,7 BHK,8,1,4000,165,Super built-up  Area
Hadapsar,4 Bedroom,4,2,3090,385,Built-up  Area
Hadapsar Industrial Estate,4 Bedroom,4,3,2700,324.5,Built-up  Area
Hingne Khurd,2 BHK,2,2,1175,58.146,Super built-up  Area
Jangali Maharaj Road,4 BHK,5,3,4235,400.4,Super built-up  Area
Kalyani Nagar,2 BHK,2,2,1100,49.5,Super built-up  Area
Karve Nagar,8 Bedroom,7,1,1200,192.5,Plot  Area
Karve Road,2 BHK,2,2,1450,55.825,Super built-up  Area
Kasba Peth,3 BHK,3,3,1810,144.1,Super built-up  Area
Katraj,3 BHK,2,3,1426,78.1,Super built-up  Area
Khadaki,3 BHK,2,3,2400,214.5,Built-up  Area
Khadki,2 BHK,2,1,1100,77,Built-up  Area
Kharadi,1 BHK,1,1,650,38.5,Super built-up  Area
Kondhwa,3 BHK,3,2,1350,51.975,Super built-up  Area
Kondhwa Budruk,2 BHK,2,1,900,29.7,Super built-up  Area
Kondhwa Khurd,2 BHK,2,3,1360,121,Super built-up  Area
Koregaon Park,1 BHK,1,1,674,40.535,Super built-up  Area
Kothrud,3 BHK,3,2,1655,121,Super built-up  Area
Law College Road,2 Bedroom,2,2,1300,104.5,Plot  Area
Laxmi Road,1 BHK,1,0,936,58.3,Built-up  Area
Lulla Nagar,2 BHK,2,2,1277,101.2,Super built-up  Area
Mahatma Gandhi Road,2 BHK,2,1,1200,59.4,Super built-up  Area
Mangalwar peth,2 BHK,2,1,1015,42.988,Super built-up  Area
Manik Bagh,2 BHK,2,2,1153,66,Super built-up  Area
Market yard,2 BHK,2,1,1035,56.65,Super built-up  Area
Model colony,5 BHK,3,1,3300,280.5,Built-up  Area
Mukund Nagar,2 BHK,2,1,1150,50.6,Super built-up  Area
Mundhawa,2 BHK,2,1,1020,88,Super built-up  Area
Nagar Road,4 BHK,6,0,3715,233.75,Super built-up  Area
Nana Peth,2 BHK,2,1,1160,104.5,Super built-up  Area
Narayan Peth,3 BHK,2,1,1075,34.1,Super built-up  Area
Narayangaon,2 BHK,2,2,1225,79.2,Built-up  Area
Navi Peth,4 Bedroom,5,3,5000,1045,Plot  Area
Padmavati,2 Bedroom,2,1,1600,176,Plot  Area
Parvati Darshan,2 Bedroom,1,0,600,99,Plot  Area
Pashan,3 BHK,3,2,1350,66,Built-up  Area
Paud Road,3 BHK,3,1,1300,75.9,Super built-up  Area
Pirangut,2 BHK,2,1,830,39.908,Super built-up  Area
Prabhat Road,2 BHK,2,1,1155,76.098,Super built-up  Area
Pune Railway Station,4 BHK,5,3,3126,379.5,Super built-up  Area
Rasta Peth,2 BHK,2,2,905,60.5,Super built-up  Area
Raviwar Peth,3 BHK,2,0,1375,82.5,Super built-up  Area
Sahakar Nagar,2 BHK,2,2,1140,37.224,Super built-up  Area
Salunke Vihar,3 BHK,2,2,1550,66,Super built-up  Area
Sasson Road,2 BHK,2,1,957,60.5,Super built-up  Area
Satara Road,2 BHK,2,2,890,49.5,Built-up  Area
Senapati Bapat Road,4 BHK,4,2,3000,258.5,Super built-up  Area
Shaniwar Peth,2 BHK,2,1,1070,60.5,Super built-up  Area
Shivaji Nagar,5 Bedroom,5,1,2400,165,Plot  Area
Shukrawar Peth,4 Bedroom,4,2,2400,654.5,Plot  Area
Sinhagad Road,2 BHK,2,1,925,40.7,Super built-up  Area
Somwar Peth,2 BHK,2,2,1415,66,Built-up  Area
Swargate,1 Bedroom,2,0,500,88,Plot  Area
Tilak Road,2 BHK,2,1,1225,40.7,Super built-up  Area
Uruli Devachi,4 Bedroom,4,0,2000,99,Built-up  Area
Vadgaon Budruk,1 BHK,1,1,840,62.7,Super built-up  Area
Wadgaon Sheri,9 Bedroom,9,2,1560,220,Plot  Area
Viman Nagar,3 BHK,3,1,1732,123.2,Super built-up  Area
Vishrant Wadi,1 Bedroom,1,0,1200,49.5,Plot  Area
Wagholi,2 BHK,2,1,1260,76.89,Super built-up  Area
Wakadewadi,2 BHK,2,1,1092,53.9,Super built-up  Area
Wanowrie,2 BHK,2,0,827,37.4,Super built-up  Area
Warje,2 BHK,2,2,1357,59.4,Super built-up  Area
Yerawada,2 BHK,1,1,650,44,Super built-up  Area
Alandi Road,3 BHK,2,1,1370,60.269,Super built-up  Area
Ambegaon Budruk,3 BHK,3,2,1725,116.6,Super built-up  Area
Anandnagar,2 BHK,2,0,1000,77,Built-up  Area
Aundh,1 Bedroom,1,0,1350,60.5,Plot  Area
Aundh Road,4 Bedroom,4,2,3200,385,Plot  Area
Balaji Nagar,3 BHK,3,2,1717,121,Super built-up  Area
Baner,2 BHK,2,1,700,37.4,Super built-up  Area
Baner road,2 BHK,2,1,800,35.2,Super built-up  Area
Bhandarkar Road,3 BHK,4,3,2367,374,Super built-up  Area
Bhavani Peth,3 BHK,2,1,1415,71.5,Super built-up  Area
Bibvewadi,3 BHK,3,1,1976,159.5,Super built-up  Area
Bopodi,2 BHK,2,1,883,40.711,Super built-up  Area
Budhwar Peth,1 BHK,1,1,700,41.8,Super built-up  Area
Bund Garden Road,3 BHK,3,1,1445,55,Super built-up  Area
Camp,3 BHK,3,2,2082,114.4,Super built-up  Area
Chandan Nagar,2 BHK,2,2,1140,50.6,Super built-up  Area
Dapodi,2 BHK,2,1,933,72.6,Super built-up  Area
Deccan Gymkhana,4 Bedroom,5,1,800,105.05,Plot  Area
Dehu Road,2 BHK,2,1,1155,62.7,Built-up  Area
Dhankawadi,2 BHK,2,1,1130,39.6,Super built-up  Area
Dhayari Phata,2 BHK,2,2,1200,80.52,Super built-up  Area
Dhole Patil Road,2 BHK,2,1,1055,47.3,Super built-up  Area
Erandwane,3 BHK,3,2,1555,137.5,Super built-up  Area
Fatima Nagar,3 BHK,3,2,1420,68.2,Super built-up  Area
Fergusson College Road,3 BHK,3,2,2214,385,Super built-up  Area
Ganesh Peth,1 BHK,1,1,658,29.601,Super built-up  Area
Ganeshkhind,2 BHK,2,1,896.9,86.614,Carpet  Area
Ghorpade Peth,4 Bedroom,3,2,4000,825,Plot  Area
Ghorpadi,2 BHK,2,2,1035,44,Built-up  Area
Gokhale Nagar,4 Bedroom,5,2,2064,247.5,Plot  Area
Gultekdi,3 BHK,3,3,1839,176,Super built-up  Area
Guruwar peth,2 BHK,2,2,1200,48.4,Super built-up  Area
Hadapsar,1 BHK,1,1,488,22,Built-up  Area
Hadapsar Industrial Estate,3 BHK,2,1,1200,217.8,Built-up  Area
Hingne Khurd,5 Bedroom,5,2,2760,154,Built-up  Area
Jangali Maharaj Road,2 BHK,2,2,993,46.2,Super built-up  Area
Kalyani Nagar,2 BHK,2,1,1225,49.5,Super built-up  Area
Karve Nagar,2 Bedroom,2,0,900,60.5,Plot  Area
Karve Road,9 Bedroom,13,2,1200,165,Plot  Area
Kasba Peth,2 BHK,2,1,825,35.2,Built-up  Area
Katraj,4 BHK,4,2,3596,394.9,Super built-up  Area
Khadaki,6 Bedroom,4,1,1350,223.3,Plot  Area
Khadki,3 BHK,3,3,1800,101.2,Super built-up  Area
Kharadi,2 BHK,2,1,925,110,Super built-up  Area
Kondhwa,2 BHK,2,1,1167,69.3,Super built-up  Area
Kondhwa Budruk,2 BHK,2,1,1150,45.1,Super built-up  Area
Kondhwa Khurd,1 BHK,1,1,650,55,Super built-up  Area
Koregaon Park,1 BHK,1,1,675,29.7,Built-up  Area
Kothrud,2 Bedroom,3,1,2260,99,Plot  Area
Law College Road,1 BHK,1,0,720,35.629,Super built-up  Area
Laxmi Road,3 Bedroom,4,2,4800,660,Plot  Area
Lulla Nagar,2 BHK,2,1,1100,63.8,Super built-up  Area
Mahatma Gandhi Road,2 BHK,1,1,550,22,Super built-up  Area
Mangalwar peth,3 BHK,2,1,1330,63.8,Super built-up  Area
Manik Bagh,2 BHK,2,1,1320,176,Super built-up  Area
Market yard,3 BHK,4,2,1685,203.5,Super built-up  Area
Model colony,6 BHK,5,2,2400,82.5,Super built-up  Area
Mukund Nagar,3 BHK,3,3,1770,118.8,Super built-up  Area
Mundhawa,3 BHK,3,3,2100,137.5,Super built-up  Area
Nagar Road,2 BHK,2,3,1000,46.2,Super built-up  Area
Nana Peth,4 Bedroom,5,1,600,115.5,Plot  Area
Narayan Peth,4 Bedroom,5,1,2916,253,Plot  Area
Narayangaon,3 BHK,2,1,1419.59,71.5,Super built-up  Area
Navi Peth,3 BHK,3,2,1400,89.1,Super built-up  Area
Padmavati,2 BHK,2,1,750,41.239,Built-up  Area
Parvati Darshan,2 BHK,2,1,1070,95.7,Super built-up  Area
Pashan,3 BHK,3,1,1536,117.7,Super built-up  Area
Paud Road,3 BHK,3,2,1710,231,Built-up  Area
Pirangut,3 BHK,3,3,2400,215.6,Carpet  Area
Prabhat Road,3 BHK,2,2,1773.5,113.212,Super built-up  Area
Pune Railway Station,2 BHK,2,1,1342,79.2,Super built-up  Area
Rasta Peth,3 BHK,3,2,1600,143,Super built-up  Area
Raviwar Peth,1 BHK,1,1,938,55,Super built-up  Area
Sadashiv Peth,3 BHK,3,2,1820,108.9,Super built-up  Area
Sahakar Nagar,4 BHK,4,3,2439,187,Super built-up  Area
Salunke Vihar,3 BHK,3,2,1665,85.8,Super built-up  Area
Sasson Road,3 BHK,3,2,1850,165,Super built-up  Area
Satara Road,2 BHK,2,1,1091,44,Built-up  Area
Senapati Bapat Road,2 BHK,2,1,1346,81.433,Super built-up  Area
Shaniwar Peth,3 BHK,3,2,1720,246.4,Super built-up  Area
Shivaji Nagar,4 Bedroom,4,3,3675,193.6,Built-up  Area
Shukrawar Peth,2 BHK,2,2,1060,37.345,Super built-up  Area
Sinhagad Road,2 BHK,2,1,1059,62.7,Built-up  Area
Somwar Peth,2 BHK,2,1,1299,106.7,Super built-up  Area
Swargate,3 BHK,3,2,1491,93.5,Super built-up  Area
Tilak Road,2 BHK,2,2,1200,93.5,Built-up  Area
Uruli Devachi,4 Bedroom,5,0,2088,121,Built-up  Area
Vadgaon Budruk,1 BHK,1,1,581,31.9,Super built-up  Area
Wadgaon Sheri,2 BHK,2,2,1296,77,Super built-up  Area
Viman Nagar,2 BHK,2,1,1125,60.5,Super built-up  Area
Vishrant Wadi,3 BHK,3,1,1275,77,Built-up  Area
Wagholi,2 BHK,2,2,1095,60.5,Super built-up  Area
Wakadewadi,5 Bedroom,4,2,10000,1072.5,Plot  Area
Wanowrie,2 BHK,2,2,1330,81.4,Super built-up  Area
Warje,2 BHK,2,2,1135,66,Super built-up  Area
Yerawada,1 BHK,1,1,516,42.9,Super built-up  Area
Alandi Road,2 BHK,2,1,1194,56.1,Super built-up  Area
Ambegaon Budruk,5 Bedroom,5,2,2250,264,Plot  Area
Anandnagar,2 BHK,1,1,770,41.8,Super built-up  Area
Aundh,4 BHK,5,2,3930,363,Super built-up  Area
Aundh Road,3 BHK,3,2,1355,59.62,Super built-up  Area
Balaji Nagar,8 Bedroom,8,0,3000,165,Built-up  Area
Baner,4 BHK,4,1,2569,192.5,Built-up  Area
Baner road,4 Bedroom,4,2,3758,495,Built-up  Area
Bhandarkar Road,2 BHK,2,3,1116,57.101,Super built-up  Area
Bhavani Peth,3 BHK,3,2,1707,126.5,Super built-up  Area
Bibvewadi,5 Bedroom,5,1,1200,247.5,Plot  Area
Bopodi,2 BHK,2,2,1070,53.9,Super built-up  Area
Budhwar Peth,4 Bedroom,4,2,6000,451,Built-up  Area
Bund Garden Road,3 BHK,2,1,1240,91.3,Super built-up  Area
Camp,2 BHK,2,1,1300,100.815,Super built-up  Area
Chandan Nagar,2 BHK,2,2,1700,83.6,Super built-up  Area
